catalogNumber,createdBy,placeName,flagNotes,State,noOfIdentifications,geoPrivacy,createdOn (UTC),createdOn (Portal time),associatedMedia,group_id,dateAccuracy,isLocked,locationLat,locationLon,locationScale,fromDate,toDate,rank,scientificName,commonName,kingdom,phylum,class,order,superfamily,family,genus,species,basisOfRecord,village name in english,village id,plot id,plant habit in english,plant habitat in english,Folklore: A story about this tree,Uses: This tree is used for,Institution Name,Isha Vidhya School,Height (m),Canopy Diameter (m),Trunk Circumference (cm),Any other comments,Did you observe ants on the plant?,Did you observe hemipterans on the plant?,Which part of the plant is infested with insects?,What proportion of the plant is infested?,Did you find any other insects besides ants and hemipterans?, Which of the following hemipteran species have you observed?,Which ant species did you observe?,Texture,Has stem?,Bottom surface,Besides this initiative, do you record crows during bird watching/citizen science?,How do you feel about the presence of crows in your area?,Weather conditions.,What behaviours did you observe?,Number of birds observed.,Understory,Canopy Cover,Plot No.,DBH,Trunk Area,GBH,Edibility status,Ecological Role,Growing on,previousIdentifications,previousVernacularNames,speciesPageId,higherClassificationId,reverseGeocodedName,state,tahsil,district,Sex,Life Stage (Complete Metamorphosis),Life Stage (Incomplete Metamorphosis),Phenology State,Habitat Type,Abundance,Life Stage,Activity,Microhabitat,Wild/Domestic,toDate,observedInMonth,lastRevised,noOfImages,datasetName,containsMedia,uploadProtocol,organismRemarks,tags,speciesGroup,datatableName,datatableAnnotations,basisOfData
17926012,Sunil Kr Borah,"Kathal Khowa Kathamia, Assam",,Assam,1,TRUE,20-05-2023,20-05-2023,/fe73d100-324c-4863-9bd8-90edcd728797/1dced7bce61643fa8ceb3e69ffe3bd70.jpg,Mammals,ACCURATE,FALSE,27.0097274,94.3436686,APPROXIMATE,19-05-2023,19-05-2023,species,Pteropus giganteus (Brünnich 1782),Indian Flying Fox:English,Animalia,Chordata,Mammalia,Chiroptera,,Pteropodidae,Pteropus,,HUMAN_OBSERVATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,268711#Pteropus giganteus (Brünnich 1782) | ,268711#Indian Flying Fox:English | ,,name:Root#rank:root#taxonID:1 | name:Animalia#rank:kingdom#taxonID:872 | name:Chordata#rank:phylum#taxonID:20218 | name:Mammalia#rank:class#taxonID:20220 | name:Chiroptera#rank:order#taxonID:20222 | name:Pteropodidae#rank:family#taxonID:20224 | name:Pteropus#rank:genus#taxonID:20471 | name:Pteropus giganteus (Brünnich 1782)#rank:species#taxonID:20473,"Kathal Khowa Kathamia, Assam",ASSAM,Majuli,Jorhat,,,,,Rural,Frequent,,,,Wild,2023-05-19T18:30:00.000Z,May,2023-05-24T03:50:22.162Z,2,,TRUE,MULTI_OBSERVATION,Dead animal,,Mammals,,,
17827033,Shubham,"Gwalior, Madhya Pradesh",,Madhya Pradesh,1,FALSE,02-11-2022,02-11-2022,/ff170cac-7df3-4e38-b89b-244a1cfcaadb/ac2faa3a3a924284ac08f82da3d80a77.JPG,Mammals,ACCURATE,FALSE,26.2124007,78.1772053,APPROXIMATE,17-04-2022,17-04-2022,order,Chiroptera,,Animalia,Chordata,Mammalia,,,Unidentified,Unidentified,,HUMAN_OBSERVATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,317383#Chiroptera | ,,,name:Root#rank:root#taxonID:1 | name:Animalia#rank:kingdom#taxonID:872 | name:Chordata#rank:phylum#taxonID:20218 | name:Mammalia#rank:class#taxonID:20220 | name:Chiroptera#rank:order#taxonID:20222,"Gwalior, Madhya Pradesh",MADHYA PRADESH,Gird,Gwalior,,,,,,,,,,,2022-04-17T18:30:00.000Z,April,2022-11-02T19:03:44.192Z,1,,TRUE,MULTI_OBSERVATION,,,Mammals,,,
17825430,Prafulla Angya,"Maralawadi Road, Doddamaralavadi, Karnataka 562121, India",,Karnataka,1,FALSE,01-11-2022,01-11-2022,/ecd30264-d64a-42f0-942d-58404fa179c4/5ad7a52de4334a999b05c4d1a9903bbb.jpg,Mammals,ACCURATE,FALSE,12.6023926,77.5458622,APPROXIMATE,21-10-2022,21-10-2022,species,Pteropus giganteus (Brünnich 1782),Indian Flying Fox:English,Animalia,Chordata,Mammalia,Chiroptera,,Pteropodidae,Pteropus,,HUMAN_OBSERVATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,268711#Pteropus giganteus (Brünnich 1782) | ,268711#Indian Flying Fox:English | ,,name:Root#rank:root#taxonID:1 | name:Animalia#rank:kingdom#taxonID:872 | name:Chordata#rank:phylum#taxonID:20218 | name:Mammalia#rank:class#taxonID:20220 | name:Chiroptera#rank:order#taxonID:20222 | name:Pteropodidae#rank:family#taxonID:20224 | name:Pteropus#rank:genus#taxonID:20471 | name:Pteropus giganteus (Brünnich 1782)#rank:species#taxonID:20473,"Maralawadi Road, Doddamaralavadi, Karnataka 562121, India",KARNATAKA,Kanakapura,Ramanagara,,,,,,,,,,,2022-10-21T18:30:00.000Z,October,2022-11-01T05:23:20.599Z,1,,TRUE,MULTI_OBSERVATION,,,Mammals,,,
17743798,Abhijat,"Taharpur, Taharpur Village, Dilshad Garden, Delhi, 110095, India",,Delhi,1,FALSE,21-09-2022,21-09-2022,/af512af8-b548-4760-9c60-aeec7e6b822d/a0475cfc9704472399de7e981261f13d.JPG,Mammals,ACCURATE,FALSE,28.687023,77.3177246,APPROXIMATE,30-04-2022,30-04-2022,species,Cynopterus sphinx (Vahl 1797),,Animalia,Chordata,Mammalia,Chiroptera,,Pteropodidae,Cynopterus,,HUMAN_OBSERVATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,376939#Cynopterus sphinx (Vahl 1797) | ,,,name:Root#rank:root#taxonID:1 | name:Animalia#rank:kingdom#taxonID:872 | name:Chordata#rank:phylum#taxonID:20218 | name:Mammalia#rank:class#taxonID:20220 | name:Chiroptera#rank:order#taxonID:20222 | name:Pteropodidae#rank:family#taxonID:20224 | name:Cynopterus#rank:genus#taxonID:20226 | name:Cynopterus sphinx (Vahl 1797)#rank:species#taxonID:20234,"Taharpur, Taharpur Village, Dilshad Garden, Delhi, 110095, India",DELHI,Seema Puri,Shahdara,,,,,,,,,,,2022-04-30T18:30:00.000Z,April,2022-09-21T10:21:41.642Z,1,,TRUE,MULTI_OBSERVATION,,,Mammals,,,
17743785,Abhijat,"Taharpur, Taharpur Village, Dilshad Garden, Delhi, 110095, India",,Delhi,1,FALSE,21-09-2022,21-09-2022,/19db16e0-2c48-4a31-9d09-3d1731857dd5/f6e0551e6f44405b86c8678a35586db5.JPG,Mammals,ACCURATE,FALSE,28.687023,77.3177246,APPROXIMATE,20-04-2022,20-04-2022,species,Cynopterus sphinx (Vahl 1797),,Animalia,Chordata,Mammalia,Chiroptera,,Pteropodidae,Cynopterus,,HUMAN_OBSERVATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,376939#Cynopterus sphinx (Vahl 1797) | ,,,name:Root#rank:root#taxonID:1 | name:Animalia#rank:kingdom#taxonID:872 | name:Chordata#rank:phylum#taxonID:20218 | name:Mammalia#rank:class#taxonID:20220 | name:Chiroptera#rank:order#taxonID:20222 | name:Pteropodidae#rank:family#taxonID:20224 | name:Cynopterus#rank:genus#taxonID:20226 | name:Cynopterus sphinx (Vahl 1797)#rank:species#taxonID:20234,"Taharpur, Taharpur Village, Dilshad Garden, Delhi, 110095, India",DELHI,Seema Puri,Shahdara,,,,,,,,,,,2022-04-20T18:30:00.000Z,April,2022-09-21T10:20:38.355Z,1,,TRUE,MULTI_OBSERVATION,,,Mammals,,,
17284001,Avocet & Peregrine,"Cabo de Rama, Goa",,Goa,1,FALSE,07-07-2022,07-07-2022,/6d2f81e8-68cc-4d0a-8636-cee43be3e637/f8c7a51c968a437fa0563da36299d625.JPG,Mammals,ACCURATE,FALSE,15.10511076,73.93229474,APPROXIMATE,20-01-2019,20-01-2019,species,Rhinolophus beddomei K. Andersen 1905,Lesser Woolly Horseshoe Bat:English,Animalia,Chordata,Mammalia,Chiroptera,Rhinolophoidea,Rhinolophidae,Rhinolophus,,HUMAN_OBSERVATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,268714#Rhinolophus beddomei K. Andersen 1905 | ,268714#Lesser Woolly Horseshoe Bat:English | ,,name:Root#rank:root#taxonID:1 | name:Animalia#rank:kingdom#taxonID:872 | name:Chordata#rank:phylum#taxonID:20218 | name:Mammalia#rank:class#taxonID:20220 | name:Chiroptera#rank:order#taxonID:20222 | name:Rhinolophoidea#rank:superfamily#taxonID:276561 | name:Rhinolophidae#rank:family#taxonID:20485 | name:Rhinolophus#rank:genus#taxonID:20487 | name:Rhinolophus beddomei K. Andersen 1905#rank:species#taxonID:20489,"Cabo de Rama, Goa",GOA,Canacona,South Goa,,,,,,,,,,,2019-01-20T18:30:00.000Z,January,2022-09-10T01:21:31.932Z,5,,TRUE,SINGLE_OBSERVATION,,,Mammals,,,
17283741,Avocet & Peregrine,"Cumbarjua Canal, Goa",,Goa,1,FALSE,07-07-2022,07-07-2022,/3ac9a4b7-5d36-4b7c-ae80-21642bc410ad/6b67650d21c143b0a06530ccf2699153.JPG,Mammals,ACCURATE,FALSE,15.5090383,73.9431971,APPROXIMATE,11-01-2022,11-01-2022,species,Pteropus giganteus (Brünnich 1782),Indian Flying Fox:English,Animalia,Chordata,Mammalia,Chiroptera,,Pteropodidae,Pteropus,,HUMAN_OBSERVATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,268711#Pteropus giganteus (Brünnich 1782) | ,268711#Indian Flying Fox:English | ,,name:Root#rank:root#taxonID:1 | name:Animalia#rank:kingdom#taxonID:872 | name:Chordata#rank:phylum#taxonID:20218 | name:Mammalia#rank:class#taxonID:20220 | name:Chiroptera#rank:order#taxonID:20222 | name:Pteropodidae#rank:family#taxonID:20224 | name:Pteropus#rank:genus#taxonID:20471 | name:Pteropus giganteus (Brünnich 1782)#rank:species#taxonID:20473,"Cumbarjua Canal, Goa",GOA,Tiswadi,North Goa,,,,,,,,,,,2022-01-11T18:30:00.000Z,January,2022-09-10T01:23:03.949Z,5,,TRUE,SINGLE_OBSERVATION,,,Mammals,,,
17282254,Avocet & Peregrine,"Cumbarjua Canal, Goa",,Goa,1,FALSE,05-07-2022,05-07-2022,/c771f7e1-4f00-45ec-80b6-ca38ccedb615/6d2e4a8de29d4f879a82f978fd6b8e26.JPG,Mammals,ACCURATE,FALSE,15.5090383,73.9431971,APPROXIMATE,08-01-2013,08-01-2013,species,Pteropus giganteus (Brünnich 1782),Indian Flying Fox:English,Animalia,Chordata,Mammalia,Chiroptera,,Pteropodidae,Pteropus,,HUMAN_OBSERVATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,268711#Pteropus giganteus (Brünnich 1782) | ,268711#Indian Flying Fox:English | ,,name:Root#rank:root#taxonID:1 | name:Animalia#rank:kingdom#taxonID:872 | name:Chordata#rank:phylum#taxonID:20218 | name:Mammalia#rank:class#taxonID:20220 | name:Chiroptera#rank:order#taxonID:20222 | name:Pteropodidae#rank:family#taxonID:20224 | name:Pteropus#rank:genus#taxonID:20471 | name:Pteropus giganteus (Brünnich 1782)#rank:species#taxonID:20473,"Cumbarjua Canal, Goa",GOA,Tiswadi,North Goa,,,,,,,,,,,2013-01-08T18:30:00.000Z,January,2022-09-10T01:26:32.487Z,1,,TRUE,SINGLE_OBSERVATION,,,Mammals,,,
17278392,Avocet & Peregrine,Alto Porvorim,,Goa,1,FALSE,03-07-2022,03-07-2022,/3ea19fba-d6f6-4a23-8698-66b16edf2833/f42de3bf772e409b88dd2e93a6a6c6b6.jpg,Mammals,ACCURATE,FALSE,15.54095948,73.82110568,APPROXIMATE,22-10-2020,22-10-2020,species,Cynopterus sphinx (Vahl 1797),Greater Short-nosed Fruit Bat:English,Animalia,Chordata,Mammalia,Chiroptera,,Pteropodidae,Cynopterus,,HUMAN_OBSERVATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,376939#Cynopterus sphinx (Vahl 1797) | ,376939#Greater Short-nosed Fruit Bat:English | ,,name:Root#rank:root#taxonID:1 | name:Animalia#rank:kingdom#taxonID:872 | name:Chordata#rank:phylum#taxonID:20218 | name:Mammalia#rank:class#taxonID:20220 | name:Chiroptera#rank:order#taxonID:20222 | name:Pteropodidae#rank:family#taxonID:20224 | name:Cynopterus#rank:genus#taxonID:20226 | name:Cynopterus sphinx (Vahl 1797)#rank:species#taxonID:20234,Alto Porvorim,GOA,Bardez,North Goa,,,,,,,,,,,2020-10-22T18:30:00.000Z,October,2022-07-03T02:04:38.178Z,1,,TRUE,SINGLE_OBSERVATION,,,Mammals,,,
17263810,Visista,"Davanagere, Karnataka",,Karnataka,1,FALSE,14-06-2022,14-06-2022,/19316238-21da-46c1-a187-4047b6cb3959/b5a671b276c24ae3a0a67a14a73f2e70.JPG,Mammals,ACCURATE,FALSE,14.4644085,75.921758,APPROXIMATE,04-06-2013,04-06-2013,species,Kerivoula picta (Pallas 1767),Painted Bat:English,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionoidea,Vespertilionidae,Kerivoula,,HUMAN_OBSERVATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,268704#Kerivoula picta (Pallas 1767) | ,268704#Painted Bat:English | ,,name:Root#rank:root#taxonID:1 | name:Animalia#rank:kingdom#taxonID:872 | name:Chordata#rank:phylum#taxonID:20218 | name:Mammalia#rank:class#taxonID:20220 | name:Chiroptera#rank:order#taxonID:20222 | name:Vespertilionoidea#rank:superfamily#taxonID:276560 | name:Vespertilionidae#rank:family#taxonID:20255 | name:Kerivoula#rank:genus#taxonID:20327 | name:Kerivoula picta (Pallas 1767)#rank:species#taxonID:20337,"Davanagere, Karnataka",KARNATAKA,Davanagere,Davanagere,,,,,Agricultural,Rare,,,,Wild,2013-06-04T18:30:00.000Z,June,2022-06-17T12:50:21.938Z,1,,TRUE,SINGLE_OBSERVATION,,mammal | bat | aikanthika,Mammals,,,
17245214,Phalee Biodiversity Management Committee,"Imphal, Manipur",,Manipur,1,FALSE,20-05-2022,20-05-2022,/4e57eb6f-2773-44e3-8c7c-ce714ac6fc2b/2b81c1add691447a93d79b3199e63c81.jpg,Mammals,ACCURATE,FALSE,24.8170111,93.9368439,APPROXIMATE,19-05-2022,19-05-2022,order,Chiroptera,,Animalia,Chordata,Mammalia,,,Unidentified,Unidentified,,HUMAN_OBSERVATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,317383#Chiroptera | ,,,name:Root#rank:root#taxonID:1 | name:Animalia#rank:kingdom#taxonID:872 | name:Chordata#rank:phylum#taxonID:20218 | name:Mammalia#rank:class#taxonID:20220 | name:Chiroptera#rank:order#taxonID:20222,"Imphal, Manipur",MANIPUR,Lamphelpat,Imphal West,,,,,Urban,Occasional,,,,Wild,2022-05-19T18:30:00.000Z,May,2022-05-20T09:46:57.227Z,1,,TRUE,SINGLE_OBSERVATION,,,Mammals,,,
17124654,Anindita Deka,"5PQV+H2F, Pan Bazaar, Guwahati, Assam 781001",,Assam,1,FALSE,07-02-2022,07-02-2022,/5a133ef1-2dd9-4c21-9e61-b342542f7992/74a65f1ce0d64340b22841bb09f0811d.JPG,Mammals,APPROXIMATE,FALSE,26.1889484,91.7425534,ACCURATE,31-08-2020,31-08-2020,species,Pteropus giganteus (Brünnich 1782),Indian Flying Fox:English,Animalia,Chordata,Mammalia,Chiroptera,,Pteropodidae,Pteropus,,HUMAN_OBSERVATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,268711#Pteropus giganteus (Brünnich 1782) | ,268711#Indian Flying Fox:English | ,,name:Root#rank:root#taxonID:1 | name:Animalia#rank:kingdom#taxonID:872 | name:Chordata#rank:phylum#taxonID:20218 | name:Mammalia#rank:class#taxonID:20220 | name:Chiroptera#rank:order#taxonID:20222 | name:Pteropodidae#rank:family#taxonID:20224 | name:Pteropus#rank:genus#taxonID:20471 | name:Pteropus giganteus (Brünnich 1782)#rank:species#taxonID:20473,"5PQV+H2F, Pan Bazaar, Guwahati, Assam 781001",ASSAM,Palasbari,Kamrup Metropolitan,,,,,Urban,Abundant,,,,Wild,2020-08-31T18:30:00.000Z,August,2022-02-09T02:49:39.546Z,1,,TRUE,SINGLE_OBSERVATION,,,Mammals,,,
17113742,Gokul Vadivel,"Salem, Tamil Nadu",,Tamilnadu,1,FALSE,27-01-2022,27-01-2022,/7c46d10a-3790-4c3d-a80d-4209cc08f480/871d2b9ddea94f639d3b2decd31329ab.JPG,Mammals,ACCURATE,FALSE,11.664325,78.1460142,APPROXIMATE,25-01-2022,25-01-2022,species,Pteropus giganteus (Brünnich 1782),Indian Flying Fox:English,Animalia,Chordata,Mammalia,Chiroptera,,Pteropodidae,Pteropus,,HUMAN_OBSERVATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,268711#Pteropus giganteus (Brünnich 1782) | ,268711#Indian Flying Fox:English | ,,name:Root#rank:root#taxonID:1 | name:Animalia#rank:kingdom#taxonID:872 | name:Chordata#rank:phylum#taxonID:20218 | name:Mammalia#rank:class#taxonID:20220 | name:Chiroptera#rank:order#taxonID:20222 | name:Pteropodidae#rank:family#taxonID:20224 | name:Pteropus#rank:genus#taxonID:20471 | name:Pteropus giganteus (Brünnich 1782)#rank:species#taxonID:20473,"Salem, Tamil Nadu",TAMILNADU,Salem,Salem,Female,,,,Agricultural,Common,,,,Wild,2022-01-25T18:30:00.000Z,January,2022-01-28T04:43:33.307Z,1,,TRUE,SINGLE_OBSERVATION,,,Mammals,,,
17104914,Gokul Vadivel,"Salem - Yercaud Ghat Road, Tamil Nadu",,Tamilnadu,1,FALSE,21-01-2022,21-01-2022,/64095cee-bdc7-4994-a7e1-0e392e950238/45807f2127584632b1bf7f5850f153cc.jpeg,Mammals,ACCURATE,FALSE,11.7508586,78.1885047,APPROXIMATE,10-12-2021,10-12-2021,species,Cynopterus sphinx (Vahl 1797),Greater Short-nosed Fruit Bat:English,Animalia,Chordata,Mammalia,Chiroptera,,Pteropodidae,Cynopterus,,HUMAN_OBSERVATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,376939#Cynopterus sphinx (Vahl 1797) | ,376939#Greater Short-nosed Fruit Bat:English | ,,name:Root#rank:root#taxonID:1 | name:Animalia#rank:kingdom#taxonID:872 | name:Chordata#rank:phylum#taxonID:20218 | name:Mammalia#rank:class#taxonID:20220 | name:Chiroptera#rank:order#taxonID:20222 | name:Pteropodidae#rank:family#taxonID:20224 | name:Cynopterus#rank:genus#taxonID:20226 | name:Cynopterus sphinx (Vahl 1797)#rank:species#taxonID:20234,"Salem - Yercaud Ghat Road, Tamil Nadu",TAMILNADU,Yercaud,Salem,,,,,Forest,Occasional,,,,Wild,2021-12-10T18:30:00.000Z,December,2022-01-21T14:34:06.018Z,1,,TRUE,SINGLE_OBSERVATION,,,Mammals,,,
16955792,Prasanth,"Vallankumaranvilai, Nagercoil, Tamil Nadu 629002",,Tamilnadu,1,FALSE,08-10-2021,08-10-2021,/efea033b-f27c-4927-964f-20517ea5fe62/88cee0728de94c538f15b79e555951c8.jpg,Mammals,ACCURATE,FALSE,8.151915906,77.43073807,ACCURATE,07-10-2021,07-10-2021,species,Pteropus giganteus (Brünnich 1782),Indian Flying Fox:English,Animalia,Chordata,Mammalia,Chiroptera,,Pteropodidae,Pteropus,,HUMAN_OBSERVATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,268711#Pteropus giganteus (Brünnich 1782) | ,268711#Indian Flying Fox:English | ,,name:Root#rank:root#taxonID:1 | name:Animalia#rank:kingdom#taxonID:872 | name:Chordata#rank:phylum#taxonID:20218 | name:Mammalia#rank:class#taxonID:20220 | name:Chiroptera#rank:order#taxonID:20222 | name:Pteropodidae#rank:family#taxonID:20224 | name:Pteropus#rank:genus#taxonID:20471 | name:Pteropus giganteus (Brünnich 1782)#rank:species#taxonID:20473,"Vallankumaranvilai, Nagercoil, Tamil Nadu 629002",TAMILNADU,Agastheeswaram,Kanniyakumari,,,,,,Abundant,,,,Wild,2021-10-07T18:30:00.000Z,October,2021-10-08T13:03:11.807Z,1,,TRUE,SINGLE_OBSERVATION,More than 100 moving from north west direction to south east direction in groups in search of food.,,Mammals,,,
16870307,Rejoice Gassah,"Majuli, Assam",,Assam,1,TRUE,01-10-2021,01-10-2021,/0fa848ca-9fb6-4fae-8231-eaee3523e43b/ca52c3eabfb048559579d686beca3a39.jpg,Mammals,ACCURATE,FALSE,27.0016172,94.2242981,APPROXIMATE,23-10-2018,,species,Pteropus giganteus (Brünnich 1782),Indian Flying Fox:English,Animalia,Chordata,Mammalia,Chiroptera,,Pteropodidae,Pteropus,,HUMAN_OBSERVATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,268711#Pteropus giganteus (Brünnich 1782) | ,268711#Indian Flying Fox:English | ,,name:Root#rank:root#taxonID:1 | name:Animalia#rank:kingdom#taxonID:872 | name:Chordata#rank:phylum#taxonID:20218 | name:Mammalia#rank:class#taxonID:20220 | name:Chiroptera#rank:order#taxonID:20222 | name:Pteropodidae#rank:family#taxonID:20224 | name:Pteropus#rank:genus#taxonID:20471 | name:Pteropus giganteus (Brünnich 1782)#rank:species#taxonID:20473,,ASSAM,Majuli,Jorhat,,,,,,,,,,,,October,2022-08-26T07:06:03.394Z,1,standalone_dataset,TRUE,LIST,,Indian Flying Fox |  Majuli Island |  Majuli Mammals,Mammals,Observations by Rejoice Gassah - Part 2,,PRIMARY_OBSERVATION
16853041,Rejoice Gassah,"Dosdewa Khasi Village, Katamoni,788728, Assam 788728, India",,Assam,1,TRUE,01-10-2021,01-10-2021,/bed93928-c0dd-445a-bc2f-19ef65757cbe/bc0dd91c94754f1d994d0a55e86c6f77.jpg,Mammals,ACCURATE,FALSE,24.3528077,92.3446028,APPROXIMATE,12-11-2018,,species,Cynopterus brachyotis (Müller 1838),Lesser Short-nosed Fruit Bat:English,Animalia,Chordata,Mammalia,Chiroptera,,Pteropodidae,Cynopterus,,HUMAN_OBSERVATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,372745#Cynopterus brachyotis (Müller 1838) | ,372745#Lesser Short-nosed Fruit Bat:English | ,,name:Root#rank:root#taxonID:1 | name:Animalia#rank:kingdom#taxonID:872 | name:Chordata#rank:phylum#taxonID:20218 | name:Mammalia#rank:class#taxonID:20220 | name:Chiroptera#rank:order#taxonID:20222 | name:Pteropodidae#rank:family#taxonID:20224 | name:Cynopterus#rank:genus#taxonID:20226 | name:Cynopterus brachyotis (Müller 1838)#rank:species#taxonID:20228,,ASSAM,Nilambazar,Karimganj,,,,,,,,,,,,November,,1,standalone_dataset,TRUE,LIST,, Dosdewa Forest Trail |  KFT-2 | Dosdewa Mammals |  Lesser Short-nosed Fruit Bat,Mammals,Observations by Rejoice Gassah - Part 2,,PRIMARY_OBSERVATION
16817774,Anjaly Reghu,"DRRA-47A, Rice Research Rd, Ponnurunni, Vyttila, Kochi, Kerala 682019, India",,Kerala,1,FALSE,30-09-2021,30-09-2021,/97dd6b17-08c5-44c5-bfa4-99ad31865153/4d244a64636d435594aedd28acb05e48.jpg,Mammals,ACCURATE,FALSE,9.9765,76.3204,APPROXIMATE,25-09-2020,25-09-2020,species,Pteropus giganteus (Brünnich 1782),Indian Flying Fox:English,Animalia,Chordata,Mammalia,Chiroptera,,Pteropodidae,Pteropus,,HUMAN_OBSERVATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,268711#Pteropus giganteus (Brünnich 1782) | ,268711#Indian Flying Fox:English | ,,name:Root#rank:root#taxonID:1 | name:Animalia#rank:kingdom#taxonID:872 | name:Chordata#rank:phylum#taxonID:20218 | name:Mammalia#rank:class#taxonID:20220 | name:Chiroptera#rank:order#taxonID:20222 | name:Pteropodidae#rank:family#taxonID:20224 | name:Pteropus#rank:genus#taxonID:20471 | name:Pteropus giganteus (Brünnich 1782)#rank:species#taxonID:20473,"DRRA-47A, Rice Research Rd, Ponnurunni, Vyttila, Kochi, Kerala 682019, India",KERALA,Kanayannur,Ernakulam,,,,,,,,,,,2020-09-25T18:30:00.000Z,September,2021-09-30T08:28:56.176Z,1,,TRUE,SINGLE_OBSERVATION,,,Mammals,,,
16796546,Rejoice Gassah,"Kanchanjuri, Assam, India",,Assam,1,TRUE,29-09-2021,29-09-2021,/73817f88-817a-4629-b11c-4289d289620d/ed19d94818b04cb5abc6faf36eda50bd.jpg,Mammals,ACCURATE,FALSE,26.57753167,93.17112207,APPROXIMATE,06-12-2020,,species,Pteropus giganteus (Brünnich 1782),Indian Flying Fox:English,Animalia,Chordata,Mammalia,Chiroptera,,Pteropodidae,Pteropus,,HUMAN_OBSERVATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,268711#Pteropus giganteus (Brünnich 1782) | ,268711#Indian Flying Fox:English | ,,name:Root#rank:root#taxonID:1 | name:Animalia#rank:kingdom#taxonID:872 | name:Chordata#rank:phylum#taxonID:20218 | name:Mammalia#rank:class#taxonID:20220 | name:Chiroptera#rank:order#taxonID:20222 | name:Pteropodidae#rank:family#taxonID:20224 | name:Pteropus#rank:genus#taxonID:20471 | name:Pteropus giganteus (Brünnich 1782)#rank:species#taxonID:20473,,ASSAM,Kaliabor,Nagaon,,,,,,,,,,,,December,,1,standalone_dataset,TRUE,LIST,,,Mammals,Observations by Rejoice  Gassah - Part 1,,PRIMARY_OBSERVATION
16796469,Rejoice Gassah,"Kanchanjuri, Assam, India",,Assam,1,TRUE,29-09-2021,29-09-2021,/1b80aa05-f41d-4695-a1f6-4dc424dfa347/eda1f2082e524e2995fdcd2fb886dd25.jpg,Mammals,ACCURATE,FALSE,26.57753167,93.17112207,APPROXIMATE,06-12-2020,,species,Scotophilus heathii (Horsfield 1831),Greater Asian Yellow Bat:English,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionoidea,Vespertilionidae,Scotophilus,,HUMAN_OBSERVATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,378878#Scotophilus heathii (Horsfield 1831) | ,378878#Greater Asian Yellow Bat:English | ,,name:Root#rank:root#taxonID:1 | name:Animalia#rank:kingdom#taxonID:872 | name:Chordata#rank:phylum#taxonID:20218 | name:Mammalia#rank:class#taxonID:20220 | name:Chiroptera#rank:order#taxonID:20222 | name:Vespertilionoidea#rank:superfamily#taxonID:276560 | name:Vespertilionidae#rank:family#taxonID:20255 | name:Scotophilus#rank:genus#taxonID:20551 | name:Scotophilus heathii (Horsfield 1831)#rank:species#taxonID:20553,,ASSAM,Kaliabor,Nagaon,,,,,,,,,,,,December,,1,standalone_dataset,TRUE,LIST,,,Mammals,Observations by Rejoice  Gassah - Part 1,,PRIMARY_OBSERVATION
